client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208399.mp3	Afeni Shakur membentuk label rekaman yang diberi nama Amaru Records untuk merilis lagu rekaman Tupac yang belum dirilis.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208400.mp3	Semakin tinggi peringkat mereka untuk putaran tersebut, semakin banyak uang yang akan mereka menangkan.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208403.mp3	Burung berfungsi sebagai tuan rumah alami.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208404.mp3	Warna kulit telah dan terus mempengaruhi daya tarik dan status serta kemampuan sosial ekonomi.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208449.mp3	Wayne College menawarkan kelas siang dan malam, plus bagian khusus untuk Weekend College.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208450.mp3	Sungainya kemudian berbelok ke barat daya dan memasuki kota madya Ashfield-Colborne-Wawanosh.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208451.mp3	Itu sering dipasangkan dengan dan diikuti oleh jig atau gigue.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208452.mp3	"Robinson memetakan dan mencatat desa dengan nama ""Furnaceville"" untuk Tuan Otis."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208453.mp3	Seorang pria di atas papan luncur melakukan trik di tempat landai.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208470.mp3	Tiga hari kemudian, dia dibebaskan oleh the Clippers.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208471.mp3	Kerja bagus, Gussie.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208472.mp3	Kapitalis Michigan menginginkan Port Lawrence di wilayah “mereka”.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208473.mp3	Ini bagian utara Denton.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208526.mp3	Kamu tak perlu lagi bersusah hati.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208527.mp3	Seorang gadis berdiri di lapangan terbuka dengan memegang bola besar.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208528.mp3	Nama baru stasiun tersebut adalah Mix Megapol Radio City.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208529.mp3	"Beberapa dari mereka adalah ""Dirty Dancing"", ""Basic Instinct"", dan ""Total Recall""."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208530.mp3	Ia benar-benar marah pada pria itu.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208580.mp3	Seorang pria yang berpendidikan, dia adalah dekan sekolah misionaris.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208581.mp3	Sangat sulit untuk dijelaskan.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208582.mp3	Dengan cara ini, keluarga dapat menjalankan kebiasaan mereka tanpa memasuki kamar jenazah.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208583.mp3	Anda dan sayalah yang menjalankan Senat.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208584.mp3	"""Program Prestasi Akademik"" menyediakan alat tambahan kepada siswa yang berpartisipasi untuk berhasil di sekolah hukum."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208598.mp3	Warga daerah secara aktif berpartisipasi dalam Pemberontakan November dan Pemberontakan Januari.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208599.mp3	Esker dapat dideskripsikan sebagai gelombang berkelok panjang yang terdiri atas dari pasir dan kerikil.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208600.mp3	Anak laki-laki berkaus merah memegang kamera.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208602.mp3	Ekonomi kesehatan mental menghadirkan serangkaian tantangan unik bagi para peneliti.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208603.mp3	"""Club"" dan ""Time Out"" New York."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208618.mp3	Setelah dinasnya di Senat, Bowring terus bertani di dekat Merriman.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208620.mp3	Kereta beroperasi dari Bandara Manchester dan Preston ke Glasgow Central dan Edinburgh Waverley.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208622.mp3	Johnson mendirikan firma kebijakan publik dan komunikasi publik, Janis Johnson and Associates, di Winnipeg.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208626.mp3	Juara kedua menerima hadiah uang tunai sebesar separuh dari jumlah hadiah pertama.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208658.mp3	Seorang pria dengan topi konstruksi terpasang sabuk pengaman.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26208659.mp3	Grup tersebut berfungsi sebagai unit cadangan selama dua tahun kemudian dalam satu dekade.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212975.mp3	"Dalam ""Young Hercules"", dia perankan oleh Dean O'Gorman."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212977.mp3	Ku harap mereka menghentikan latihan mereka itu.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212978.mp3	Hidup secara universal dihormati, dan mati diratapi.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212979.mp3	Wanita di ruang remang-remang memegang anak panah.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212980.mp3	Sekelompok orang tua berkumpul di sekitar meja memandang ke kejauhan.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212987.mp3	Salah satu artefak paling murni yang ditemukan di situs itu adalah tongkat uskup Whithorn.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212988.mp3	Dalam hal ini, pindahlah ke tempat lain.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212989.mp3	Dia meninggalkan SMA untuk mengikuti kelas tari di Chicago.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212990.mp3	Cage menyarankan Paik untuk memeriksa musik Oriental dan agama Oriental.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212991.mp3	"Bagian kerangka dari bahan ini sering disebut dengan ""matriks"" atau ""bingkai""."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213002.mp3	Ini terbuat dari baja karbon dengan pegangan plastik.	2	1				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213003.mp3	Stafford berusaha untuk menyatukan pihak oposisi, namun usahanya gagal karena terlalu banyak perbedaan di antara kedua kubu.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213004.mp3	Sekarang, Bintang Luyten bergerak menjauh dari Tata Surya.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213005.mp3	Usai pemilihan berakhir, Roch ternyata tidak terpilih masuk ke dalam jajaran kabinet baru Filmon.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213006.mp3	Kemudian pada bulan yang sama, Terrell mendapatkan tiga hit lagi, termasuk sebuah three-run home run.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213012.mp3	Livy memulai dengan imamat yang didirikan Numa.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213013.mp3	Ski ini melekat pada sepatu pemain ski.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213014.mp3	Kini, nama itu diucapkan sama dengan “Hollywood”.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213015.mp3	Seorang pria berdiri di jalanan yang padat dengan gedung dan toko di belakangnya.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213300.mp3	Ini membuat Ira menghadiahi Donald bersaudara dengan nilai A, yang sangat menggembirakan mereka.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213301.mp3	Kupu-kupu itu biasanya ditemukan di hutan yang lembap dan berguguran daunnya.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213302.mp3	Empat sampai enam telur ditaruh.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213303.mp3	Nampak seperti hanya beberapa menit.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213305.mp3	Yang pertama dikenal sebagai perikanan reduksi.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213306.mp3	Pria ini terlihat sangat mirip, kecuali sekarang perannya terbalik.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213307.mp3	Salah satu dari sepupunya yang kedua adalah mantan Perdana Menteri Inggris, David Cameron.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213308.mp3	Hanya edisi awal yang memiliki adaptor.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213309.mp3	Misalnya, setiap jenis mewarisi metode.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213310.mp3	Pandangannya tentang Marxisme memengaruhi Filippo Turati, yang menjadi pasangannya.	2	1				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213311.mp3	Dia mendukung sejumlah kontes berbicara bahasa asing.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213312.mp3	Ini adalah piagam perusahaan kami.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213313.mp3	Akan tetapi, muncul keraguan pada teori ini.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213314.mp3	"Penentuan ini membuat mereka berada di fase gugur, di mana dia kalah dari Ontario's Sherry Middaugh."	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213505.mp3	Dia telah lama bekerja sebagai gitaris untuk sesi rekaman.	2	1				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213506.mp3	Tahun berikutnya Eastern Union Railway memulai pelayanan ke Norwich Victoria.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213507.mp3	Tak seorang pun ingin mendengar pengumumannya.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213508.mp3	Ia mendapatkan gelar Master of Arts.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213509.mp3	Rayford Logan adalah profesor emeritus sejarah di Universitas Howard.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213520.mp3	Dia menyimpulkan bahwa itu adalah mereka.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213521.mp3	Perlombaan untuk mengalahkan rekor waktu.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213522.mp3	Kartu yang tersisa ditempatkan di samping menghadap ke bawah.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213523.mp3	Semua versi mesin ini menggunakan deret waktu.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213524.mp3	Ini merupakan titik di mana hidupnya mulai berubah.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240329.mp3	Laktoferin terikat pada lipoprotein yang sama sehingga mengusir partikel virus.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240330.mp3	Tak lama kemudian para pelopor yang berasal dari Widham County, Vermont tiba dan mendirikan gereja Baptis.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240331.mp3	Belakangan, Perazich bekerja untuk Divisi Rehabilitasi Industri di Misi Yugoslavia.	2	1				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240332.mp3	Jika periodenya lebih panjang, pengecekan teratur harus diadakan jika ditemukan polimer.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240338.mp3	Barrington dan Jervis, Earl Saint Vincent berikutnya tetap berteman baik sepanjang hidup mereka.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240339.mp3	Hubaekje tidak hanya terguncang karena kekalahan militer, namun juga kondisi internal kerajaan yang mengalami kekacauan.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240340.mp3	Fasilitas untuk sekolah dasar dan menengah dipisahkan.	2	0				id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26240341.mp3	Tukang las mengelas balok ke tempatnya sementara pekerja lainnya menyusun balok.	2	0				id	
